medicament;typ_medicament
RESERPINE;Substance
RESIKALI;Produit
RESITUNE;Produit
RETACRIT;Produit
RETIGABINE;Substance
RETINOL (PALMITATE DE);Substance
RETROVIR;Produit
REVAXIS;Produit
REVESTIVE;Produit
REVIA;Produit
REVINTY ELLIPTA;Produit
REVOLADE;Produit
REYATAZ;Produit
RHINAAXIA;Produit
RHINADVIL RHUME IBUPROFENE PSEUDOEPHEDRINE;Produit
RHINOCORT;Produit
RHINOFLUIMUCIL;Produit
RHINOMAXIL;Produit
RHINOTROPHYL;Produit
RHINUREFLEX;Produit
RHOPHYLAC;Produit
RIAMET;Produit
RIBAVIRINE;Substance
RIBAVIRINE BIOGARAN;Produit
RIBAVIRINE MYLAN;Produit
RIBAVIRINE SANDOZ;Produit
RIBAVIRINE TEVA;Produit
RIBAVIRINE ZENTIVA;Produit
RIBOFLAVINE;Substance
RIBOFLAVINE (PHOSPHATE SODIQUE DE);Substance
RIBOFLAVINE (PHOSPHATE SODIQUE DE) DIHYDRATE;Substance
RIFABUTINE;Substance
RIFADINE;Produit
RIFAMPICINE;Substance
RIFAMPICINE SODIQUE;Substance
RIFAMYCINE CHIBRET;Produit
RIFAMYCINE SODIQUE;Substance
RIFATER;Produit
RIFINAH;Produit
RILMENIDINE (DIHYDROGENOPHOSPHATE DE);Substance
RILMENIDINE ACTAVIS;Produit
RILMENIDINE ALTER;Produit
RILMENIDINE ARROW;Produit
RILMENIDINE BIOGARAN;Produit
RILMENIDINE CRISTERS;Produit
RILMENIDINE EG;Produit
RILMENIDINE EVOLUGEN;Produit
RILMENIDINE MYLAN;Produit
RILMENIDINE RANBAXY;Produit
RILMENIDINE RATIOPHARM;Produit
RILMENIDINE SANDOZ;Produit
RILMENIDINE TEVA;Produit
RILMENIDINE ZENTIVA;Produit
RILMENIDINE ZYDUS;Produit
RILPIVIRINE (CHLORHYDRATE DE);Substance
RILUTEK;Produit
RILUZOLE;Substance
RILUZOLE ARROW;Produit
RILUZOLE BIOGARAN;Produit
RILUZOLE EG;Produit
RILUZOLE MYLAN;Produit
RILUZOLE SANDOZ;Produit
RILUZOLE TEVA;Produit
RILUZOLE ZENTIVA;Produit
RIMACTAN;Produit
RIMEXOLONE;Substance
RIMIFON;Produit
RINOCLENIL;Produit
RISEDRONATE ACCORD;Produit
RISEDRONATE ACTAVIS;Produit
RISEDRONATE AHCL;Produit
RISEDRONATE ALTER;Produit
RISEDRONATE ARROW;Produit
RISEDRONATE BGR;Produit
RISEDRONATE BIOGARAN;Produit
RISEDRONATE BLUEFISH;Produit
RISEDRONATE CRISTERS;Produit
RISEDRONATE EG;Produit
RISEDRONATE EVOLUGEN;Produit
RISEDRONATE ISOMED;Produit
RISEDRONATE MONOSODIQUE;Substance
RISEDRONATE MONOSODIQUE ANHYDRE;Substance
RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE;Substance
RISEDRONATE MONOSODIQUE MONOHYDRATE;Substance
RISEDRONATE MYLAN;Produit
RISEDRONATE MYLAN PHARMA;Produit
RISEDRONATE RANBAXY;Produit
RISEDRONATE RATIOPHARM;Produit
RISEDRONATE RPG;Produit
RISEDRONATE SANDOZ;Produit
RISEDRONATE ZENTIVA;Produit
RISEDRONATE ZENTIVA LAB;Produit
RISEDRONATE ZYDUS;Produit
RISORDAN;Produit
RISPERDAL;Produit
RISPERDALCONSTA;Produit
RISPERDALORO;Produit
RISPERIDONE;Substance
RISPERIDONE ALMUS;Produit
RISPERIDONE ALTER;Produit
RISPERIDONE ARROW;Produit
RISPERIDONE ARROW LAB;Produit
RISPERIDONE BIOGARAN;Produit
RISPERIDONE CRISTERS;Produit
RISPERIDONE EG;Produit
RISPERIDONE EVOLUGEN;Produit
RISPERIDONE MYLAN;Produit
RISPERIDONE MYLAN PHARMA;Produit
RISPERIDONE RANBAXY;Produit
RISPERIDONE RATIOPHARM;Produit
RISPERIDONE SANDOZ;Produit
RISPERIDONE TEVA;Produit
RISPERIDONE TEVA SANTE;Produit
RISPERIDONE ZENTIVA;Produit
RISPERIDONE ZYDUS;Produit
RITALINE;Produit
RITONAVIR;Substance
RITONAVIR MYLAN;Produit
RIVAROXABAN;Substance
RIVASTIGMINE (HYDROGENOTARTRATE DE);Substance
RIVASTIGMINE ACTAVIS;Produit
RIVASTIGMINE ARROW;Produit
RIVASTIGMINE BASE;Substance
RIVASTIGMINE BIOGARAN;Produit
RIVASTIGMINE EG;Produit
RIVASTIGMINE MYLAN;Produit
RIVASTIGMINE MYLAN PHARMA;Produit
RIVASTIGMINE SANDOZ;Produit
RIVASTIGMINE TEVA;Produit
RIVASTIGMINE ZENTIVA;Produit
RIVASTIGMINE ZYDUS;Produit
RIVOTRIL;Produit
RIZATRIPTAN (BENZOATE DE);Substance
RIZATRIPTAN ARROW LAB;Produit
RIZATRIPTAN BIOGARAN;Produit
RIZATRIPTAN EG;Produit
RIZATRIPTAN MYLAN;Produit
RIZATRIPTAN SANDOZ;Produit
RIZATRIPTAN TEVA;Produit
ROACTEMRA;Produit
ROCALTROL;Produit
ROCEPHINE;Produit
ROCGEL;Produit
RODOGYL;Produit
ROFERON;Produit
ROHYPNOL;Produit
ROLAPITANT (CHLORHYDRATE DE) MONOHYDRATE;Substance
ROMIPLOSTIM (BACTERIE/ESCHERICHIA COLI);Substance
ROPINIROLE (CHLORHYDRATE DE);Substance
ROPINIROLE ARROW;Produit
ROPINIROLE ARROW GENERIQUES;Produit
ROPINIROLE BIOGARAN;Produit
ROPINIROLE EG;Produit
ROPINIROLE KRKA;Produit
ROPINIROLE MYLAN;Produit
ROPINIROLE MYLAN PHARMA;Produit
ROPINIROLE SANDOZ;Produit
ROPINIROLE TEVA;Produit
ROPINIROLE ZENTIVA;Produit
ROSICED;Produit
ROSUVASTATINE ACCORD;Produit
ROSUVASTATINE ALMUS;Produit
ROSUVASTATINE ALTER;Produit
ROSUVASTATINE ARROW;Produit
ROSUVASTATINE BIOGARAN;Produit
ROSUVASTATINE CALCIQUE;Substance
ROSUVASTATINE CRISTERS;Produit
ROSUVASTATINE EG;Produit
ROSUVASTATINE EVOLUGEN;Produit
ROSUVASTATINE KRKA;Produit
ROSUVASTATINE MYLAN;Produit
ROSUVASTATINE POLFA PABIANICE;Produit
ROSUVASTATINE RANBAXY;Produit
ROSUVASTATINE SANDOZ;Produit
ROSUVASTATINE TEVA;Produit
ROSUVASTATINE ZENTIVA;Produit
ROSUVASTATINE ZINCIQUE;Substance
ROTIGOTINE;Substance
ROUVAX;Produit
ROVALCYTE;Produit
ROVAMYCINE;Produit
ROWASA;Produit
ROXITHROMYCINE;Substance
ROXITHROMYCINE ACTAVIS;Produit
ROXITHROMYCINE ARROW;Produit
ROXITHROMYCINE BIOGARAN;Produit
ROXITHROMYCINE EG;Produit
ROXITHROMYCINE MYLAN;Produit
ROXITHROMYCINE RANBAXY;Produit
ROXITHROMYCINE RATIOPHARM;Produit
ROXITHROMYCINE SANDOZ;Produit
ROXITHROMYCINE TEVA;Produit
ROXITHROMYCINE ZENTIVA;Produit
ROXITHROMYCINE ZYDUS;Produit
ROZACREME;Produit
ROZAGEL;Produit
ROZEX;Produit
RUBOZINC;Produit
RUDIVAX;Produit
RUFINAMIDE;Substance
RULID;Produit
RUPATADINE (FUMARATE DE);Substance
RUPATADINE ARROW;Produit
RUPATADINE BIOGARAN;Produit
RUPATADINE EG;Produit
RUPATADINE MYLAN;Produit
RUSCOGENINES;Substance
RUXOLITINIB (PHOSPHATE DE);Substance
RYTHMODAN;Produit
RYTHMOL;Produit
SABRIL;Produit
SAIZEN;Produit
SALAZOPYRINE;Produit
SALBUMOL;Produit
SALBUTAMOL (SULFATE DE);Substance
SALBUTAMOL ARROW;Produit
SALBUTAMOL MYLAN;Produit
SALBUTAMOL TEVA;Produit
SALICYLIQUE (ACIDE);Substance
SALMETEROL (XINAFOATE DE);Substance
SALVACYL;Produit
SANDIMMUN;Produit
SANDOSTATINE;Produit
SANMIGRAN;Produit
SAQUINAVIR (MESILATE DE);Substance
SARILUMAB (MAMMIFERE/HAMSTER/CELLULES CHO);Substance
SAVARINE;Produit
SAXAGLIPTINE (CHLORHYDRATE DE);Substance
SCOBUREN;Produit
SCOPOLAMINE (BROMHYDRATE DE);Substance
SCOPOLAMINE (BUTYLBROMURE DE);Substance
SCOPOLAMINE COOPER;Produit
SEBIPROX;Produit
SEBIVO;Produit
SECALIP;Produit
SECNIDAZOLE;Substance
SECNOL;Produit
SECTRAL;Produit
SECUKINUMAB (MAMMIFERE/HAMSTER/CELLULES CHO);Substance
SEEBRI BREEZHALER;Produit
SELEGILINE (CHLORHYDRATE DE);Substance
SELEGILINE MYLAN;Produit
SELEXID;Produit
SELINCRO;Produit
SELOKEN;Produit
SELOZOK;Produit
SEPTEAL;Produit
SEPTIVON;Produit
SERC;Produit
SERECOR;Produit
SERESTA;Produit
SERETIDE;Produit
SERETIDE DISKUS;Produit
SEREVENT;Produit
SERINE;Substance
SEROPLEX;Produit
SEROPRAM;Produit
SERTACONAZOLE (NITRATE DE);Substance
SERTRALINE (CHLORHYDRATE DE);Substance
SERTRALINE ACTAVIS;Produit
SERTRALINE ALMUS;Produit
SERTRALINE ALTER;Produit
SERTRALINE ARROW;Produit
SERTRALINE ARROW LAB;Produit
SERTRALINE BIOGARAN;Produit
SERTRALINE CRISTERS;Produit
SERTRALINE EG;Produit
SERTRALINE EVOLUGEN;Produit
SERTRALINE ISOMED;Produit
SERTRALINE MYLAN;Produit
SERTRALINE PFIZER;Produit
SERTRALINE RANBAXY;Produit
SERTRALINE RATIOPHARM;Produit
SERTRALINE RPG;Produit
SERTRALINE SANDOZ;Produit
SERTRALINE TEVA;Produit
SERTRALINE ZENTIVA;Produit
SERTRALINE ZYDUS France;Produit
SETOFILM;Produit
SEVELAMER (CARBONATE DE);Substance
SEVELAMER (CHLORHYDRATE DE);Substance
SEVELAMER CARBONATE ARROW;Produit
SEVELAMER CARBONATE BIOGARAN;Produit
SEVELAMER CARBONATE EG;Produit
SEVELAMER CARBONATE MYLAN;Produit
SEVELAMER CARBONATE MYLAN PHARMA;Produit
SEVELAMER CARBONATE SANDOZ;Produit
SEVELAMER CARBONATE TEVA;Produit
SEVIKAR;Produit
SEVREDOL;Produit
SIBELIUM;Produit
SICCAFLUID;Produit
SIFROL;Produit
SIGNIFOR;Produit
SIKLOS;Produit
SILICE COLLOIDALE HYDRATEE;Substance
SILICE PRECIPITEE HYDRATEE;Substance
SILKIS;Produit
SILODOSINE;Substance
SILODYX;Produit
SIMBRINZA;Produit
SIMETICONE;Substance
SIMPONI;Produit
SIMVASTATINE;Substance
SIMVASTATINE ACCORD HEALTHCARE;Produit
SIMVASTATINE ACTAVIS;Produit
SIMVASTATINE ALMUS;Produit
SIMVASTATINE ALTER;Produit
SIMVASTATINE ARROW;Produit
SIMVASTATINE ARROW LAB;Produit
SIMVASTATINE BIOGARAN;Produit
SIMVASTATINE BLUEFISH PHARMACEUTICAL AB;Produit
SIMVASTATINE BOUCHARA RECORDATI;Produit
SIMVASTATINE CRISTERS;Produit
SIMVASTATINE EG;Produit
SIMVASTATINE EVOLUGEN;Produit
SIMVASTATINE ISOMED;Produit
SIMVASTATINE MYLAN;Produit
SIMVASTATINE PFIZER;Produit
SIMVASTATINE PHR LAB;Produit
SIMVASTATINE RATIOPHARM;Produit
SIMVASTATINE REF;Produit
SIMVASTATINE RPG;Produit
SIMVASTATINE SANDOZ;Produit
SIMVASTATINE TEVA;Produit
SIMVASTATINE ZENTIVA;Produit
SIMVASTATINE ZYDUS France;Produit
SINCLAV;Produit
SINEMET;Produit
SINGULAIR;Produit
SINTROM;Produit
SIROCTID;Produit
SIROLIMUS;Substance
SITAGLIPTINE (PHOSPHATE DE) MONOHYDRATE;Substance
SKELID;Produit
SKENAN;Produit
SMECTA;Produit
SMOFKABIVEN E;Produit
SODIUM (ACETATE DE);Substance
SODIUM (ALENDRONATE DE) ANHYDRE;Substance
SODIUM (ALENDRONATE DE) TRIHYDRATE;Substance
SODIUM (ALGINATE DE);Substance
SODIUM (AMIDOTRIZOATE DE);Substance
SODIUM (ASCORBATE DE);Substance
SODIUM (BICARBONATE DE);Substance
SODIUM (CHLORURE DE);Substance
SODIUM (CITRATE DE);Substance
SODIUM (CLODRONATE DE) TETRAHYDRATE;Substance
SODIUM (CROMOGLICATE DE);Substance
SODIUM (DIHYDROGENOPHOSPHATE DE) MONOHYDRATE;Substance
SODIUM (FEREDETATE DE);Substance
SODIUM (FLUORURE DE);Substance
SODIUM (FUSIDATE DE);Substance
SODIUM (GLYCEROPHOSPHATE DE);Substance
SODIUM (GLYCEROPHOSPHATE DE) PENTAHYDRATE;Substance
SODIUM (GLYCEROPHOSPHATE) HYDRATE;Substance
SODIUM (HYALURONATE DE);Substance
SODIUM (HYDROXYDE DE);Substance
SODIUM (HYPOCHLORITE DE), SOLUTION D';Substance
SODIUM (IODURE DE);Substance
SODIUM (IOXAGLATE DE);Substance
SODIUM (IOXITALAMATE DE);Substance
SODIUM (MOLYBDATE DE) DIHYDRATE;Substance
SODIUM (MONOFLUOROPHOSPHATE DE);Substance
SODIUM (N-ACETYL L-ASPARTYL L-GLUTAMATE DE);Substance
SODIUM (PAMIDRONATE DE);Substance
SODIUM (PANTOTHENATE DE);Substance
SODIUM (PICOSULFATE DE);Substance
SODIUM (SELENITE DE);Substance
SODIUM (SELENITE DE) PENTAHYDRATE;Substance
SODIUM (SULFATE DE) ANHYDRE;Substance
SODIUM (TETRADECYL SULFATE DE);Substance
SODIUM (VALPROATE DE);Substance
SODIUM ALGINATE SODIUM BICARBONATE BGR;Produit
SODIUM ALGINATE SODIUM BICARBONATE BIOGARAN;Produit
SODIUM ALGINATE SODIUM BICARBONATE MYLAN;Produit
SODIUM ALGINATE SODIUM BICARBONATE SANDOZ;Produit
SODIUM ALGINATE SODIUM BICARBONATE TEVA;Produit
SODIUM ALGINATE SODIUM BICARBONATE ZENTIVA;Produit
SODIUM BICARBONATE AGUETTANT;Produit
SODIUM BICARBONATE BIOSEDRA;Produit
SODIUM BICARBONATE COOPER;Produit
SODIUM CHLORURE AGUETTANT;Produit
SODIUM CHLORURE B BRAUN;Produit
SODIUM CHLORURE COOPER;Produit
SODIUM CHLORURE FRESENIUS;Produit
SODIUM CHLORURE LAVOISIER;Produit
SODIUM CHLORURE MACO PHARMA;Produit
SODIUM CHLORURE VIAFLO;Produit
SOFOSBUVIR;Substance
SOJA (HUILE DE) (FRACTION INSAPONIFIABLE D');Substance
SOJA (HUILE DE) RAFFINEE;Substance
SOLIAN;Produit
SOLIFENACINE (SUCCINATE DE);Substance
SOLUMEDROL;Produit
SOLUPRED;Produit
SOLUVIT;Produit
SOMATOTROPINE (BACTERIE/ESCHERICHIA COLI);Substance
SOMATROPINE (MAMMIFERE/SOURIS/CELLULES C127);Substance
SOMATULINE;Produit
SOMAVERT;Produit
SONIDEGIB (PHOSPHATE DE);Substance
SONOVUE;Produit
SOPHIDONE;Produit
SOPROL;Produit
SORAFENIB (TOSILATE DE);Substance
SORIATANE;Produit
SOTALEX;Produit
SOTALOL (CHLORHYDRATE DE);Substance
SOTALOL ALMUS;Produit
SOTALOL ARROW;Produit
SOTALOL BIOGARAN;Produit
SOTALOL CRISTERS;Produit
SOTALOL EG;Produit
SOTALOL MYLAN;Produit
SOTALOL RANBAXY;Produit
SOTALOL RATIOPHARM;Produit
SOTALOL SANDOZ;Produit
SOTALOL TEVA;Produit
SOTALOL ZENTIVA;Produit
SOUFRE (HEXAFLUORURE DE);Substance
SOVALDI;Produit
SPAGULAX;Produit
SPANOR;Produit
SPASFON;Produit
SPASMAG;Produit
SPECIAFOLDINE;Produit
SPECTINOMYCINE (CHLORHYDRATE DE);Substance
SPIFEN;Produit
SPINAFOL;Produit
SPIOLTO RESPIMAT;Produit
SPIRAMYCINE;Substance
SPIRAMYCINE BIOGARAN;Produit
SPIRAMYCINE CRISTERS;Produit
SPIRAMYCINE EG;Produit
SPIRAMYCINE METRONIDAZOLE ALMUS;Produit
SPIRAMYCINE METRONIDAZOLE ARROW;Produit
SPIRAMYCINE METRONIDAZOLE BIOGARAN;Produit
SPIRAMYCINE METRONIDAZOLE CRISTERS;Produit
SPIRAMYCINE METRONIDAZOLE EG;Produit
SPIRAMYCINE METRONIDAZOLE MYLAN;Produit
SPIRAMYCINE METRONIDAZOLE RANBAXY;Produit
SPIRAMYCINE METRONIDAZOLE RATIOPHARM;Produit
SPIRAMYCINE METRONIDAZOLE SANDOZ;Produit
SPIRAMYCINE METRONIDAZOLE TEVA;Produit
SPIRAMYCINE METRONIDAZOLE ZENTIVA;Produit
SPIRAMYCINE METRONIDAZOLE ZYDUS;Produit
SPIRAMYCINE MYLAN;Produit
SPIRAMYCINE SANDOZ;Produit
SPIRAMYCINE TEVA;Produit
SPIRAMYCINE/METRONIDAZOLE ACTAVIS;Produit
SPIRAMYCINE/METRONIDAZOLE CRISTERS;Produit
SPIRIVA;Produit
SPIRIVA RESPIMAT;Produit
SPIROCTAN;Produit
SPIROCTAZINE;Produit
SPIRONOLACTONE;Substance
SPIRONOLACTONE ACTAVIS;Produit
SPIRONOLACTONE ALTIZIDE ARROW;Produit
SPIRONOLACTONE ALTIZIDE BIOGARAN;Produit
SPIRONOLACTONE ALTIZIDE EG LABO;Produit
SPIRONOLACTONE ALTIZIDE MYLAN;Produit
SPIRONOLACTONE ALTIZIDE PFIZER;Produit
SPIRONOLACTONE ALTIZIDE SANDOZ;Produit
SPIRONOLACTONE ALTIZIDE TEVA;Produit
SPIRONOLACTONE ALTIZIDE ZENTIVA;Produit
SPIRONOLACTONE ARROW;Produit
SPIRONOLACTONE ARROW LAB;Produit
SPIRONOLACTONE BIOGARAN;Produit
SPIRONOLACTONE CRISTERS;Produit
SPIRONOLACTONE EG;Produit
SPIRONOLACTONE MYLAN;Produit
SPIRONOLACTONE PFIZER;Produit
SPIRONOLACTONE RATIOPHARM;Produit
SPIRONOLACTONE RPG;Produit
SPIRONOLACTONE SANDOZ;Produit
SPIRONOLACTONE TEVA;Produit
SPIRONOLACTONE ZENTIVA;Produit
SPIRONOLACTONE ZYDUS;Produit
SPORANOX;Produit
SPOTOF;Produit
SPREGAL;Produit
SPRYCEL;Produit
STABLON;Produit
STAGID;Produit
STALEVO;Produit
STAVUDINE;Substance
STEDIRIL;Produit
STELARA;Produit
STEOVESS;Produit
STERDEX;Produit
STERIDOSE;Produit
STEROGYL;Produit
STILNOX;Produit
STIMYCINE;Produit
STIRIPENTOL;Substance
STIVARGA;Produit
STREPTOCOCCUS PNEUMONIAE SEROTYPE 1 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 10A (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 11A (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 12F (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 14 (POLYOSIDE DE) CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 14 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 15B (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 17F (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 18C (OLIGOSIDE DE) CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 18C (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 19A (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 19F (POLYOSIDE DE) CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 19F (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 2 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 20 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 22F (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 23F (POLYOSIDE DE) CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 23F (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 3 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 33F (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 4 (POLYOSIDE DE) CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 4 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 5 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 6B (POLYOSIDE DE) CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 6B (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 7F (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 8 (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 9N (POLYOSIDES DE);Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 9V (POLYOSIDE DE) CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
STREPTOCOCCUS PNEUMONIAE SEROTYPE 9V (POLYOSIDES DE);Substance
STRESAM;Produit
STRIBILD;Produit
STRIVERDI RESPIMAT;Produit
STROMECTOL;Produit
STRONTIUM (RANELATE DE) NONAHYDRATE;Substance
STRUCTOCAL VITAMINE D3;Produit
STRUCTOFLEX;Produit
STRUCTUM;Produit
SUBOXONE;Produit
SUBUTEX;Produit
SUCCICAPTAL;Produit
SUCCIMER;Substance
SUCCINIQUE (ACIDE);Substance
SUCRALFATE;Substance
SUCRALFATE RPG;Produit
SUDAFED;Produit
SULBACTAM SODIQUE;Substance
SULFADIAZINE;Substance
SULFADIAZINE ARGENTIQUE;Substance
SULFAMETHOXAZOLE;Substance
SULFARLEM;Produit
SULFARLEM S;Produit
SULFASALAZINE;Substance
SULFATE FERREUX DESSECHE;Substance
SULINDAC;Substance
SULPIRIDE;Substance
SULPIRIDE MYLAN;Produit
SULPIRIDE SANDOZ;Produit
SULPIRIDE TEVA;Produit
SULPIRIDE ZENTIVA;Produit
SUMATRIPTAN;Substance
SUMATRIPTAN (SUCCINATE DE);Substance
SUMATRIPTAN SUN;Produit
SUMATRIPTAN TEVA;Produit
SUNITINIB (MALATE DE);Substance
SUPPLIVEN;Produit
SUPREFACT;Produit
SURGAM;Produit
SURGESTONE;Produit
SURMONTIL;Produit
SUSTIVA;Produit
SUTENT;Produit
SYMBICORT RAPIHALER;Produit
SYMBICORT TURBUHALER;Produit
SYNACTHENE;Produit
SYNAREL;Produit
SYNCORTYL;Produit
SYNEDIL;Produit
SYNTOCINON;Produit
TACALCITOL MONOHYDRATE;Substance
TACROLIMUS MONOHYDRATE;Substance
TADENAN;Produit
TADIM;Produit
TAFINLAR;Produit
TAHOR;Produit
TAKADOL;Produit
TAKETIAM;Produit
TAKROZEM;Produit
TALC;Substance
TALTZ;Produit
TAMIFLU;Produit
TAMOXIFENE (CITRATE DE);Substance
TAMOXIFENE ACTAVIS;Produit
TAMOXIFENE ARROW;Produit
TAMOXIFENE BIOGARAN;Produit
TAMOXIFENE EG;Produit
TAMOXIFENE MYLAN;Produit
TAMOXIFENE RATIOPHARM;Produit
TAMOXIFENE SANDOZ;Produit
TAMOXIFENE TEVA;Produit
TAMOXIFENE ZYDUS;Produit
TAMSULOSINE (CHLORHYDRATE DE);Substance
TAMSULOSINE ALMUS;Produit
TAMSULOSINE ARROW;Produit
TAMSULOSINE BIOGARAN;Produit
TAMSULOSINE EG;Produit
TAMSULOSINE ISOMED;Produit
TAMSULOSINE KIRON;Produit
TAMSULOSINE MYLAN;Produit
TAMSULOSINE QUALIMED;Produit
TAMSULOSINE RANBAXY;Produit
TAMSULOSINE RATIOPHARM;Produit
TAMSULOSINE SANDOZ;Produit
TAMSULOSINE TEVA;Produit
TAMSULOSINE ZENTIVA;Produit
TAMSULOSINE ZENTIVA LP;Produit
TAMSULOSINE ZYDUS France;Produit
TANAKAN;Produit
TANATRIL;Produit
TANGANIL;Produit
TANGANILPRO;Produit
TARCEVA;Produit
TARDYFERON;Produit
TAREG;Produit
TARGRETIN;Produit
TARKA;Produit
TASIGNA;Produit
TASMAR;Produit
TAURINE;Substance
TAVANIC;Produit
TAZAROTENE;Substance
TAZOBACTAM SODIQUE;Substance
TAZOCILLINE;Produit
TECFIDERA;Produit
TEDRALAN;Produit
TEDUGLUTIDE (BACTERIE/ESCHERICHIA COLI);Substance
TEGLUTIK;Produit
TEGRETOL;Produit
TELAPREVIR;Substance
TELBIVUDINE;Substance
TELEBRIX;Produit
TELFAST;Produit
TELITHROMYCINE;Substance
TELMISARTAN;Substance
TELMISARTAN ACTAVIS;Produit
TELMISARTAN BIOGARAN;Produit
TELMISARTAN CRISTERS;Produit
TELMISARTAN EG;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE ARROW;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE BIOGARAN;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE CRISTERS;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE EG;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE MYLAN PHARMA;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE SANDOZ;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE TEVA SANTE;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE ZENTIVA;Produit
TELMISARTAN HYDROCHLOROTHIAZIDE ZYDUS;Produit
TELMISARTAN MYLAN;Produit
TELMISARTAN RANBAXY;Produit
TELMISARTAN SANDOZ;Produit
TELMISARTAN TEVA SANTE;Produit
TELMISARTAN ZENTIVA;Produit
TELMISARTAN ZYDUS;Produit
TELZIR;Produit
TEMAZEPAM;Substance
TEMERIT;Produit
TEMERITDUO;Produit
TEMESTA;Produit
TEMGESIC;Produit
TENOFOVIR ALAFENAMIDE (FUMARATE DE);Substance
TENOFOVIR DISOPROXIL;Substance
TENOFOVIR DISOPROXIL (FUMARATE DE);Substance
TENOFOVIR DISOPROXIL (MALEATE DE);Substance
TENOFOVIR DISOPROXIL (PHOSPHATE DE);Substance
TENOFOVIR DISOPROXIL (SUCCINATE DE);Substance
TENOFOVIR DISOPROXIL ARROW;Produit
TENOFOVIR DISOPROXIL BIOGARAN;Produit
TENOFOVIR DISOPROXIL EG;Produit
TENOFOVIR DISOPROXIL MYLAN;Produit
TENOFOVIR DISOPROXIL SANDOZ;Produit
TENOFOVIR DISOPROXIL TEVA;Produit
TENOFOVIR DISOPROXIL ZENTIVA;Produit
TENORDATE;Produit
TENORETIC;Produit
TENORMINE;Produit
TENOXICAM;Substance
TENSIONORME;Produit
TENSTATEN;Produit
TERALITHE;Produit
TERAZOSINE (CHLORHYDRATE DE) DIHYDRATE;Substance
TERAZOSINE BIOGARAN;Produit
TERAZOSINE MYLAN;Produit
TERAZOSINE TEVA;Produit
TERBINAFINE;Substance
TERBINAFINE (CHLORHYDRATE DE);Substance
TERBINAFINE ALMUS;Produit
TERBINAFINE ALTER;Produit
TERBINAFINE ARROW;Produit
TERBINAFINE ARROW LAB;Produit
TERBINAFINE BAILLEUL;Produit
TERBINAFINE BIOGARAN;Produit
TERBINAFINE CRISTERS;Produit
TERBINAFINE EG;Produit
